pit_id,src_year,lat_dd,lon_dd,in_aoi,has_coordinates,saxaul_status,label_role,label_strength,label_weight,confidence,evidence_source,role_reason,landform_vegetation,evidence_quote,has_narrative_block,top_salt_sum_salts_pct,prof_salt_sum_salts_pct,top_salt_cl_pct,prof_salt_cl_pct,top_salt_so4_pct,prof_salt_so4_pct,top_salt_na_pct,prof_salt_na_pct,top_salt_alk_hco3_pct,prof_salt_alk_hco3_pct,top_salt_ca_pct,prof_salt_ca_pct,top_salt_mg_pct,prof_salt_mg_pct,top_humus_pct,prof_humus_pct,top_n_total_pct,prof_n_total_pct,top_c_n_ratio,prof_c_n_ratio,top_caco3_pct,prof_caco3_pct,top_caso4_pct,prof_caso4_pct,top_exch_ca,prof_exch_ca,top_exch_mg,prof_exch_mg,top_exch_na,prof_exch_na,top_exch_k,prof_exch_k,top_exch_sum,prof_exch_sum,top_p2o5_mobile,prof_p2o5_mobile,top_k2o_mobile,prof_k2o_mobile,top_ph_water,prof_ph_water,top_sand_pct,prof_sand_pct,top_silt_pct,prof_silt_pct,top_clay_pct,prof_clay_pct,top_physical_clay_lt0p01,prof_physical_clay_lt0p01,top_hygroscopic_water_pct,prof_hygroscopic_water_pct,n_layers,depth_to_moist_cm,depth_to_salt_cm,rust_mottling_flag,gley_flag,solum_depth_cm,hcl_effervescence_class,surface_crust_flag,marine_shell_flag,horizon_salic_flag,horizon_ploughed_flag,rs_ndmi,rs_ndvi,rs_ndwi_nir,rs_ndsi_green_swir2,rs_br_nir_swir2,rs_bi,rs_slope_deg,rs_scl,v5_zone_map,v5_zone_recomputed,v5_zone_name,rs_prod_valid,rs30_ndmi,rs30_msavi,rs30_si,rs30_ndwi,rs30_slope,rs30_twi,rs30_vh,rs30_valid,y_suitable
15/13,2013,46.24327777777778,61.75663888888889,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Волнистая высокая равнина / полынной растительностью,Волнистая высокая равнина / полынной растительностью,True,0.035,0.035,0.001,0.001,0.007,0.007,0.003,0.003,0.017,0.017,0.004,0.004,0.001,0.001,0.32166666666666666,0.2976470588235294,0.04783333333333334,0.03788235294117648,4.058333333333334,5.776470588235294,3.25,5.15,,0.65,5.541666666666667,5.676470588235294,2.5,2.5,0.8183333333333334,0.9041176470588236,0.23333333333333336,0.19117647058823528,9.116666666666667,9.288235294117648,6.25,5.294117647058823,251.66666666666666,201.1764705882353,8.683333333333334,8.85,81.0,81.0,14.55,14.55,4.45,4.45,12.13,12.13,1.08,1.08,5,0.0,,0,0,75.0,2.0,0,0,0,0,,,,,,0.0,0.6696416735649109,0.0,0.0,,Water / NoData / Shadow,False,-0.17369920015335083,0.17541593313217163,2023.70751953125,-0.19887323677539825,,,-60.0,True,0.0
15А/12,2012,46.02136111111111,60.699194444444444,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),"Плоская поверхность / солянково-кустарниковой растительностью (тамарикс, рогоглавник)","Плоская поверхность / солянково-кустарниковой растительностью (тамарикс, рогоглавник)",True,1.779,1.779,0.255,0.255,0.973,0.973,0.213,0.213,0.017,0.017,0.294,0.294,0.03,0.03,0.9315384615384615,0.9315384615384615,0.08615384615384616,0.08615384615384616,6.638461538461538,6.638461538461538,,,,,10.173076923076923,10.173076923076923,7.961538461538462,7.961538461538462,1.1907692307692306,1.1907692307692306,0.693846153846154,0.693846153846154,20.00769230769231,20.00769230769231,10.153846153846153,10.153846153846153,823.0769230769231,823.0769230769231,8.76923076923077,8.978260869565217,45.330000000000005,45.330000000000005,48.52,48.52,6.150000000000001,6.150000000000001,23.100000000000005,23.100000000000005,2.44,2.44,5,16.0,16.0,1,1,85.0,2.0,1,1,0,0,,,,,,0.0,0.17485371232032776,0.0,0.0,,Water / NoData / Shadow,False,-0.08120448142290115,0.10292329639196396,3343.03271484375,-0.09510235488414764,,,-60.0,True,0.0
16/13,2013,46.24327777777778,61.75663888888889,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),"Микропонижение, пятно биюргуна / биюргун","Микропонижение, пятно биюргуна / биюргун",True,0.08600000000000001,0.08600000000000001,,,0.024000000000000004,0.024000000000000004,0.018,0.018,0.037,0.037,0.004,0.004,0.001,0.001,0.35692307692307695,0.2966666666666667,0.042,0.03422222222222223,4.93076923076923,5.172222222222222,4.615384615384615,4.111111111111111,,0.4,6.538461538461538,6.388888888888889,2.826923076923077,2.8055555555555554,3.460769230769231,3.0938888888888894,0.10769230769230768,0.09166666666666666,12.938461538461537,12.372222222222222,11.0,9.055555555555555,202.30769230769232,168.33333333333334,8.646153846153847,8.661111111111111,78.06,78.06,19.51,19.51,2.43,2.43,19.84,19.84,1.22,1.22,4,0.0,0.0,0,0,85.0,2.0,0,0,1,0,,,,,,0.0,0.6696416735649109,0.0,0.0,,Water / NoData / Shadow,False,-0.17369920015335083,0.17541593313217163,2023.70751953125,-0.19887323677539825,,,-60.0,True,0.0
16/14,2014,45.693194444444444,61.8015,True,True,absent_recorded,exclude,,0.0,low,morphology,"floodplain/reed/chingil wetland, not candidate terrain","Песчаный прирусловый вал / терескен, чингиль, тал, эфемеры, тростник","Песчаный прирусловый вал / терескен, чингиль, тал, эфемеры, тростник",True,0.065,0.065,,,0.014,0.014,0.003,0.003,0.029,0.029,0.004,0.004,0.001,0.001,0.8235714285714286,0.7200000000000001,0.043000000000000003,0.039052631578947374,11.049999999999999,10.484210526315788,14.6,15.266666666666666,,,10.142857142857142,8.328947368421053,2.017857142857143,2.0789473684210527,0.1392857142857143,0.12105263157894736,0.47500000000000003,0.40263157894736845,12.792857142857143,10.952631578947368,,,,,,,,,,,,,,,,,5,8.0,18.0,0,0,90.0,,0,0,0,1,,,,,,0.0,0.25536903738975525,0.0,0.0,,Water / NoData / Shadow,False,-0.04962698742747307,0.4071260392665863,1349.856689453125,-0.34157508611679077,,,-60.0,True,
16А/12,2012,45.719722222222224,60.25405555555555,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская поверхность / единичными мелкими солянками,Плоская поверхность / единичными мелкими солянками,True,5.516,5.516,1.277,1.277,2.494,2.494,1.038,1.038,0.024,0.024,0.24900000000000003,0.24900000000000003,0.328,0.328,0.3375,0.3375,0.024,0.024,9.92,9.92,,,,,6.85,6.85,16.885,16.885,1.0885000000000002,1.0885000000000002,0.38500000000000006,0.38500000000000006,25.185000000000002,25.185000000000002,8.6,8.6,780.0,780.0,9.12142857142857,9.059999999999999,40.53,40.53,49.49,49.49,9.98,9.98,28.639999999999997,28.639999999999997,1.4,1.4,5,11.0,5.0,1,1,90.0,2.0,1,1,0,0,-0.06539965,0.046963055,-0.10508923,-0.09778444,1.014871,0.40742114,0.6413145661354065,5.0,1.0,1.0,Candidate suitable,True,-0.009480469860136509,0.15720616281032562,2859.904541015625,-0.12975779175758362,0.012529144063591957,6.907755374908447,-60.0,True,0.0
17/13,2013,46.25958333333333,61.80172222222222,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Огромная депрессия с плоским дном / единичные биюргун и эфемеры,Огромная депрессия с плоским дном / единичные биюргун и эфемеры,True,0.10300000000000001,0.10300000000000001,0.008,0.008,0.02,0.02,0.024,0.024,0.044,0.044,0.004,0.004,0.001,0.001,0.515,0.48999999999999994,0.049,0.036000000000000004,6.775,10.357142857142858,3.8,3.7666666666666666,0.8,1.6666666666666667,23.825,20.97142857142857,3.9375,3.357142857142857,9.627500000000001,12.187142857142858,0.49000000000000005,0.3928571428571429,37.875,36.91428571428571,14.25,13.285714285714286,1062.5,980.0,8.625,8.38888888888889,20.16,20.16,43.11,43.11,36.73,36.73,70.08,70.08,1.64,1.64,5,0.0,0.0,0,0,80.0,,1,0,1,0,,,,,,0.0,0.3797816336154938,0.0,0.0,,Water / NoData / Shadow,False,-0.05397375673055649,0.1753278523683548,2587.030029296875,-0.16281193494796753,,,-60.0,True,0.0
17/14,2014,45.66752777777778,61.933527777777776,True,True,absent_recorded,exclude,,0.0,low,morphology,"floodplain/reed/chingil wetland, not candidate terrain","Пойма р. Сырдарья / чингилевый массив, злаки","Пойма р. Сырдарья / чингилевый массив, злаки",True,0.38099999999999995,0.38099999999999995,0.006,0.006,0.23500000000000001,0.23500000000000001,0.02,0.02,0.029,0.029,0.057,0.057,0.017,0.017,1.8018181818181818,1.5213513513513512,0.07954545454545456,0.0718918918918919,13.181818181818182,12.14864864864865,13.409090909090908,17.69148936170213,,,11.636363636363637,11.986486486486486,4.068181818181818,5.324324324324325,0.07045454545454546,0.17027027027027025,0.3381818181818182,0.31864864864864867,16.10909090909091,17.808108108108108,,,,,,,,,,,,,,,,,5,0.0,,1,0,100.0,2.0,0,0,0,0,,,,,,0.0,0.42500951886177063,0.0,0.0,,Water / NoData / Shadow,False,-0.0681251734495163,0.22553125023841858,2130.64599609375,-0.19157223403453827,,,-60.0,True,
17А/12,2012,45.72475,60.25933333333333,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),"Плоская поверхность, широкая ложбина / солянковой растительностью","Плоская поверхность, широкая ложбина / солянковой растительностью",True,4.681,4.681,0.221,0.221,2.94,2.94,1.153,1.153,0.022,0.022,0.294,0.294,0.03,0.03,0.22523809523809527,0.22523809523809527,0.014761904761904763,0.014761904761904763,7.20952380952381,7.20952380952381,,,,,7.642857142857143,7.642857142857143,3.5,3.5,0.7319047619047618,0.7319047619047618,0.32142857142857145,0.32142857142857145,12.19047619047619,12.19047619047619,5.095238095238095,5.095238095238095,410.95238095238096,410.95238095238096,9.195238095238095,9.195238095238095,46.07,46.07,46.05,46.05,7.88,7.88,23.65,23.65,3.5799999999999996,3.5799999999999996,3,5.0,,1,0,90.0,2.0,1,1,0,0,-0.043478236,0.045381755,-0.090807796,-0.027268657,1.1360604,0.48416394,0.6522714495658875,5.0,4.0,4.0,Wet brine risk,True,-0.030882691964507103,0.08346296101808548,3358.09521484375,-0.08698461949825287,0.012529144063591957,6.907755374908447,-60.0,True,0.0
18/14,2014,45.69969444444444,61.59225,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Небольшой участок / однолетнесолянковые с тамариксом,Небольшой участок / однолетнесолянковые с тамариксом,True,1.825,1.825,0.127,0.127,1.13,1.13,0.179,0.179,0.032,0.032,0.238,0.238,0.087,0.087,1.6971428571428573,1.458421052631579,0.095,0.08473684210526317,9.957142857142857,9.494736842105263,9.128571428571428,13.450000000000001,,,11.607142857142858,11.31578947368421,14.214285714285714,14.68421052631579,1.6285714285714286,1.305263157894737,0.4435714285714285,0.37947368421052624,27.87857142857143,27.673684210526314,,,,,,,,,,,,,,,,,5,20.0,8.0,1,1,90.0,1.0,1,0,0,0,,,,,,0.0,0.4168890118598938,0.0,0.0,,Water / NoData / Shadow,False,-0.019138755276799202,0.4352259337902069,1218.1666259765625,-0.33383384346961975,,,-60.0,True,0.0
18А/12,2012,45.73072222222223,60.27125,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская поверхность / единичные кустики солянок,Плоская поверхность / единичные кустики солянок,True,17.77,17.77,0.78,0.78,11.21,11.21,5.24,5.24,0.039,0.039,0.294,0.294,0.149,0.149,0.794,0.794,0.04,0.04,10.94,10.94,,,,,7.3,7.3,22.6,22.6,2.394,2.394,0.826,0.826,33.14,33.14,9.0,9.0,1104.0,1104.0,9.1,9.027272727272727,63.86999999999999,63.86999999999999,22.020000000000003,22.020000000000003,14.12,14.12,25.33,25.33,3.6800000000000006,3.6800000000000006,6,5.0,0.0,1,1,90.0,2.0,1,0,0,0,-0.08099086,0.05108635,-0.10664607,-0.080496326,1.0541815,0.43356574,0.591204822063446,5.0,1.0,1.0,Candidate suitable,True,-0.03075266256928444,0.12146830558776855,3077.563232421875,-0.11355512589216232,0.012529144063591957,6.907755374908447,-60.0,True,0.0
19/13,2013,46.3815,61.78086111111111,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Увалистые поверхности / полынная растительность,Увалистые поверхности / полынная растительность,True,0.06,0.06,0.001,0.001,0.018,0.018,0.006,0.006,0.024,0.024,0.006,0.006,0.002,0.002,0.31625,0.3026470588235294,0.030916666666666665,0.025941176470588235,6.0249999999999995,7.5470588235294125,3.445833333333333,2.652272727272727,,0.7,5.864583333333333,5.904411764705882,2.6041666666666665,2.5,2.4204166666666667,4.1850000000000005,0.13416666666666666,0.10352941176470587,10.991666666666667,12.670588235294119,8.958333333333334,8.088235294117647,634.1666666666666,497.6470588235294,9.308333333333332,8.963636363636363,79.08,79.08,15.690000000000001,15.690000000000001,5.23,5.23,14.080000000000002,14.080000000000002,0.58,0.58,5,5.0,14.0,0,0,80.0,,0,0,1,0,,,,,,0.0,1.3083860874176025,0.0,0.0,,Water / NoData / Shadow,False,-0.081431083381176,0.09102953970432281,3239.63525390625,-0.09540636092424393,,,-60.0,True,0.0
19/14,2014,45.684305555555554,61.61361111111111,True,True,absent_recorded,exclude,,0.0,low,morphology,"agriculture/ploughed land, not candidate terrain",Старая залежь,Старая залежь,True,0.558,0.558,0.011,0.011,0.352,0.352,0.082,0.082,0.027000000000000003,0.027000000000000003,0.067,0.067,0.012,0.012,2.23,2.035,0.126,0.119,10.366666666666667,9.925,8.6,11.0,,,13.166666666666666,13.166666666666666,6.016666666666667,6.016666666666667,0.13,0.13,0.36333333333333334,0.36333333333333334,19.666666666666668,19.666666666666668,121.33333333333333,121.33333333333333,410.0,410.0,,,,,,,,,,,,,4,0.0,0.0,1,0,90.0,2.0,0,0,0,1,,,,,,0.0,0.5452725291252136,0.0,0.0,,Water / NoData / Shadow,False,-0.1620279848575592,0.24700431525707245,1795.29638671875,-0.21377205848693848,,,-60.0,True,
19А/12,2012,45.71344444444445,60.293416666666666,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская поверхность / редкие мелкие единичные кустики солянок,Плоская поверхность / редкие мелкие единичные кустики солянок,True,7.769,7.769,1.829,1.829,3.471,3.471,1.468,1.468,0.027,0.027,0.49,0.49,0.417,0.417,0.6257142857142857,0.6086666666666667,0.04428571428571428,0.043333333333333335,8.435714285714285,8.386666666666667,,,,,8.982142857142858,8.866666666666667,18.589285714285715,18.15,0.8121428571428572,0.7993333333333333,0.39499999999999996,0.39266666666666666,28.792857142857144,28.220000000000002,2.909090909090909,2.8333333333333335,845.7142857142857,836.0,9.185714285714285,9.1,21.77,21.77,71.67,71.67,6.55,6.55,20.48,20.48,2.34,2.34,5,0.0,0.0,1,1,75.0,2.0,1,0,0,0,-0.06430988,0.050084423,-0.10610549,-0.062626235,1.0915473,0.45269895,0.6708557605743408,5.0,1.0,1.0,Candidate suitable,True,-0.037597380578517914,0.09876947104930878,3297.555419921875,-0.10859669744968414,0.012529144063591957,6.907755374908447,-60.0,True,0.0
1А/12,2012,46.09297222222222,60.86783333333334,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),"Плоская надпойменная равнина с небольшими песчаными бугорками / кустарниково-солянковой растительностью (селитрянка, солянка супротивнолистная, лебеда солончаковая, кермек Гмелина)","Плоская надпойменная равнина с небольшими песчаными бугорками / кустарниково-солянковой растительностью (селитрянка, солянка супротивнолистная, лебеда солончаковая, кермек Гмелина)",True,0.09300000000000001,0.09300000000000001,0.006000000000000001,0.006000000000000001,0.027,0.027,0.007,0.007,0.032,0.032,0.01,0.01,0.0030000000000000005,0.0030000000000000005,0.455,0.44125,0.02,0.0225,14.450000000000001,12.9125,,,,,5.4375,7.953125,1.7291666666666667,3.296875,0.6266666666666668,0.7375,0.37250000000000005,0.34187500000000004,8.183333333333334,12.3375,26.083333333333332,20.5625,330.0,312.5,8.616666666666665,8.633333333333335,84.36,84.36,10.43,10.43,5.22,5.22,8.43,8.43,0.28,0.28,5,12.0,28.0,1,0,80.0,2.0,0,0,0,0,,,,,,0.0,0.20656967163085938,0.0,0.0,,Water / NoData / Shadow,False,-0.0822179764509201,0.22785642743110657,1877.3297119140625,-0.2163742631673813,,,-60.0,True,0.0
20/13,2013,46.367416666666664,61.686249999999994,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),"Слабоволнистая равнина / полынная, эбелек, эфемеры","Слабоволнистая равнина / полынная, эбелек, эфемеры",True,0.041,0.041,0.001,0.001,0.011,0.011,0.004,0.004,0.017,0.017,0.004,0.004,0.001,0.001,0.5108695652173914,0.4263157894736842,0.03286956521739131,0.03831578947368421,9.021739130434783,7.2368421052631575,3.1,2.6333333333333333,0.4,0.43333333333333335,3.75,3.8157894736842106,2.0,2.0657894736842106,0.9391304347826086,0.9710526315789473,0.29260869565217396,0.24947368421052632,7.0,7.105263157894737,18.52173913043478,14.105263157894736,222.17391304347825,248.94736842105263,8.839130434782609,8.954166666666667,87.51,87.51,8.47,8.47,4.03,4.03,11.29,11.29,0.76,0.76,5,0.0,,0,0,90.0,2.0,0,0,0,0,,,,,,0.0,0.5233364105224609,0.0,0.0,,Water / NoData / Shadow,False,-0.1704035848379135,0.20315390825271606,1921.2855224609375,-0.21946491301059723,,,-60.0,True,0.0
20А/12,2012,45.70897222222222,60.316861111111116,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),"Бугристая плоская равнина, место старого городища / карабарак, солянки","Бугристая плоская равнина, место старого городища / карабарак, солянки",True,8.054,8.054,1.235,1.235,4.307,4.307,1.605,1.605,0.039,0.039,0.392,0.392,0.417,0.417,0.8309523809523809,0.8309523809523809,0.04,0.04,11.5,11.5,,,,,10.964285714285714,10.964285714285714,6.380952380952381,6.380952380952381,1.5980952380952382,1.5980952380952382,0.35380952380952385,0.35380952380952385,19.3,19.3,,,603.3333333333334,603.3333333333334,8.916666666666666,8.899999999999999,78.4,78.4,17.53,17.53,4.08,4.08,16.71,16.71,1.8400000000000003,1.8400000000000003,5,5.0,23.0,1,1,100.0,2.0,0,1,0,0,-0.07746232,0.04610492,-0.096666686,-0.026784407,1.150685,0.48513404,0.5935019254684448,5.0,1.0,1.0,Candidate suitable,True,-0.004755996633321047,0.122157983481884,3654.480224609375,-0.11528212577104568,0.012529144063591957,6.907755374908447,-60.0,True,0.0
21/13,2013,46.49675,61.62433333333333,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Высокие бугристые пески / эркеково-джузгуновой,Высокие бугристые пески / эркеково-джузгуновой,True,0.032,0.032,,,0.006,0.006,0.001,0.001,0.017,0.017,0.004,0.004,0.001,0.001,0.26473684210526316,0.25620689655172413,0.028,0.032827586206896554,5.494736842105263,4.7379310344827585,,0.8,,,2.0,2.1724137931034484,2.0,1.9137931034482758,0.9600000000000001,0.973793103448276,0.1831578947368421,0.23724137931034486,5.152631578947369,5.306896551724138,29.526315789473685,26.586206896551722,191.05263157894737,228.6206896551724,8.505263157894738,8.82857142857143,85.13,85.13,8.84,8.84,6.03,6.03,7.639999999999999,7.639999999999999,0.4600000000000001,0.4600000000000001,5,0.0,,0,0,90.0,,0,0,0,0,,,,,,0.0,0.5170861482620239,0.0,0.0,,Water / NoData / Shadow,False,-0.1554461568593979,0.24421676993370056,1966.9154052734375,-0.24877160787582397,,,-60.0,True,0.0
21/14,2014,45.63622222222222,61.61516666666667,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Увалисто-волнистая поверхность / осочково-полынная с эфемерами,Увалисто-волнистая поверхность / осочково-полынная с эфемерами,True,0.043,0.043,,,0.011,0.011,0.002,0.002,0.02,0.02,0.006,0.006,0.001,0.001,0.29703703703703704,0.2903030303030303,0.014,0.014,12.299999999999999,12.027272727272727,12.514814814814814,8.648837209302325,,,4.222222222222222,4.2272727272727275,1.6666666666666667,1.7272727272727273,0.19185185185185183,0.19515151515151513,0.2374074074074074,0.23606060606060608,6.314814814814815,6.384848484848485,17.764705882352942,24.608695652173914,330.3703703703704,357.57575757575756,,,,,,,,,,,,,5,5.0,,0,0,100.0,2.0,0,0,0,0,,,,,,0.0,1.5005147457122803,0.0,0.0,,Water / NoData / Shadow,False,-0.11212022602558136,0.1570710688829422,2711.941162109375,-0.18260368704795837,,,-60.0,True,0.0
22А/12,2012,45.697694444444444,60.42080555555555,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская поверхность / лебедой солончаковой,Плоская поверхность / лебедой солончаковой,True,1.235,1.235,0.022000000000000002,0.022000000000000002,0.844,0.844,0.022000000000000002,0.022000000000000002,0.012000000000000002,0.012000000000000002,0.294,0.294,0.03,0.03,0.8135,0.8135,0.0605,0.0605,8.365,8.365,,,,,8.475,8.475,3.6125,3.6125,2.5789999999999997,2.5789999999999997,0.4455,0.4455,15.145,15.145,5.2,5.2,324.5,324.5,8.735,8.8675,69.63,69.63,18.74,18.74,11.75,11.75,20.76,20.76,1.24,1.24,5,12.0,42.0,1,1,80.0,2.0,1,1,0,0,-0.102550186,0.050492227,-0.10598463,-0.17072415,0.8762914,0.4011281,0.4161352217197418,5.0,1.0,1.0,Candidate suitable,True,-0.06944768130779266,0.06986413896083832,3201.662109375,-0.08727025240659714,0.012529144063591957,6.907755374908447,-60.0,True,0.0
23/14,2014,45.60194444444445,61.563027777777776,True,True,present_dominant,positive,strong,1.0,high,narrative,saxaul established at pit (present_dominant),Поверхность отакырена / эфемерово-саксауловой,Разрез на плоской поверхности под эфемерово-саксауловой растительностью.,True,0.073,0.073,0.001,0.001,0.009,0.009,0.007,0.007,0.041,0.041,0.006,0.006,0.001,0.001,1.2811764705882354,1.2811764705882354,0.07576470588235296,0.07576470588235296,9.88823529411765,9.88823529411765,15.8,15.8,,,7.852941176470588,7.852941176470588,2.1470588235294117,2.1470588235294117,0.26176470588235295,0.26176470588235295,0.44294117647058817,0.44294117647058817,10.7,10.7,6.9411764705882355,6.9411764705882355,430.5882352941176,430.5882352941176,,,,,,,,,,,,,2,,25.0,1,0,80.0,2.0,1,0,0,0,,,,,,0.0,0.9839329719543457,0.0,0.0,,Water / NoData / Shadow,False,-0.10255487263202667,0.1288275569677353,2626.65234375,-0.1616208702325821,,,-60.0,True,1.0
23А/12,2012,45.77761111111111,60.464555555555556,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская поверхность / солянковой растительностью,Плоская поверхность / солянковой растительностью,True,2.027,2.027,0.2,0.2,1.186,1.186,0.23699999999999996,0.23699999999999996,0.015,0.015,0.319,0.319,0.045,0.045,0.1745833333333333,0.2551515151515151,0.05416666666666666,0.050303030303030294,2.0,3.227272727272727,,,,,8.354166666666666,7.848484848484849,3.6875,5.954545454545454,1.19125,1.207272727272727,0.42791666666666667,0.3548484848484848,13.645833333333334,15.351515151515152,3.1666666666666665,2.8484848484848486,459.1666666666667,513.939393939394,8.9375,8.99056603773585,43.83,43.83,40.71,40.71,15.47,15.47,27.68,27.68,1.74,1.74,6,7.0,,1,0,85.0,2.0,1,0,0,0,-0.1033395,0.053607255,-0.11675127,-0.17168307,0.8938401,0.4081149,0.28692254424095154,5.0,1.0,1.0,Candidate suitable,True,-0.03839166834950447,0.09973680227994919,3055.370361328125,-0.11282410472631454,0.012529144063591957,6.907755374908447,-60.0,True,0.0
24/13,2013,46.37130555555556,61.57161111111112,True,True,sparse_suppressed,positive,weak,0.6,low,narrative,natural sparse/suppressed saxaul at pit (marginal but supports it),"Высокие волнистые поверхности / полынная с пятнами биюргуна, саксаул, эфемеры","Растительность – полынная с пятнами биюргуна, единично – низкий саксаул (30-40 см), есть эфемеры (мортук).",True,0.087,0.087,0.001,0.001,0.019,0.019,0.01,0.01,0.039,0.039,0.005,0.005,0.001,0.001,0.532,0.4885714285714286,0.05040000000000001,0.044000000000000004,5.98,6.5285714285714285,5.3,3.7,,7.95,7.7,9.214285714285714,2.25,3.25,1.6280000000000001,2.7114285714285717,0.32800000000000007,0.2485714285714286,11.88,15.4,16.2,12.428571428571429,608.0,482.85714285714283,8.64,8.177777777777777,70.06,70.06,21.21,21.21,8.73,8.73,20.38,20.38,3.44,3.44,5,0.0,28.0,0,1,70.0,2.0,1,0,1,0,,,,,,0.0,0.1856212168931961,0.0,0.0,,Water / NoData / Shadow,False,-0.14923223853111267,0.17426058650016785,2265.56494140625,-0.19233356416225433,,,-60.0,True,1.0
24/14,2014,45.60194444444445,61.56366975961089,True,True,planted_failed,negative,strong,1.0,high,narrative,documented plantation failure (gold negative),Распаханный массив / посадка саксаула,"Посадка неудачно прижилась, меньше, чем на естественном участке, только землю испортили.",True,0.143,0.143,,,0.075,0.075,0.008,0.008,0.02,0.02,0.014000000000000002,0.014000000000000002,0.003,0.003,0.9508695652173912,0.8899999999999999,0.0645217391304348,0.05600000000000001,9.21304347826087,10.4,12.604347826086956,13.56,,,6.967391304347826,6.916666666666667,2.152173913043478,2.0,0.2708695652173913,0.25666666666666665,0.5169565217391304,0.45,9.917391304347825,9.633333333333333,7.217391304347826,6.0,330.4347826086956,300.0,,,,,,,,,,,,,5,40.0,,1,0,100.0,2.0,0,0,0,1,,,,,,0.0,0.7424871921539307,0.0,0.0,,Water / NoData / Shadow,False,-0.1075877696275711,0.15508586168289185,2548.005615234375,-0.1470160186290741,,,-60.0,True,0.0
24А/12,2012,45.78938888888889,60.4445,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Плоская поверхность / солянковой растительностью,Плоская поверхность / солянковой растительностью,True,7.701,7.701,1.463,1.463,3.701,3.701,1.713,1.713,0.024,0.024,0.49,0.49,0.209,0.209,0.9758333333333334,0.9758333333333334,0.06833333333333334,0.06833333333333334,8.391666666666667,8.391666666666667,,,,,7.791666666666667,7.791666666666667,13.375,13.375,1.5508333333333333,1.5508333333333333,0.9433333333333334,0.9433333333333334,23.666666666666668,23.666666666666668,2.0,2.0,1045.8333333333333,1045.8333333333333,9.016666666666667,9.009090909090908,27.53,27.53,36.84,36.84,35.63,35.63,57.49,57.49,1.2,1.2,5,4.0,0.0,1,0,85.0,2.0,1,1,0,0,-0.049864903,0.045405407,-0.10199428,-0.045137834,1.1211594,0.47339335,0.5122044682502747,5.0,4.0,4.0,Wet brine risk,True,-0.07684054970741272,0.09673338383436203,2584.208251953125,-0.12502042949199677,0.012529144063591957,6.907755374908447,-60.0,True,0.0
25/13,2013,46.321472222222226,61.490972222222226,True,True,absent_recorded,negative,weak,0.4,low,morphology,vegetated non-saxaul community (not confident absence),Равнинные пески / осочково-полынной с терескеном,Равнинные пески / осочково-полынной с терескеном,True,0.046,0.046,,,0.013000000000000001,0.013000000000000001,0.001,0.001,0.02,0.02,0.008,0.008,0.001,0.001,0.35666666666666663,0.27,0.024333333333333332,0.021799999999999996,9.033333333333333,7.22,,1.9,,,2.4166666666666665,2.15,2.3333333333333335,2.4,1.0333333333333334,1.0,0.17,0.14600000000000002,5.933333333333334,5.68,10.666666666666666,7.6,183.33333333333334,174.0,8.733333333333333,8.866666666666667,87.50999999999999,87.50999999999999,8.059999999999999,8.059999999999999,4.44,4.44,11.28,11.28,0.82,0.82,5,5.0,,0,0,100.0,,0,0,0,0,,,,,,0.0,0.2036096602678299,0.0,0.0,,Water / NoData / Shadow,False,-0.12281478196382523,0.2007870227098465,2366.648193359375,-0.22232501208782196,,,-60.0,True,0.0
